Authors,Journal,Title,Year,PMCID,PMID,URL,Impact Factor
"Slobodyanyuk, M., Bahcheli, A. T., Klein, Z. P., Bayati, M., Strug, L. J. and Reimand, J.",Nat Commun,Directional integration and pathway enrichment analysis for multi-omics data,2024,PMC11227559,38971800,https://www.ncbi.nlm.nih.gov/pubmed/38971800,14.7
"Sun, L., Liu, Y., Guo, X., Cui, T., Wu, C., Tao, J., Cheng, C., Chu, Q., Ji, C., Li, X., Guo, H., Liang, S., Zhou, H., Zhou, S., Ma, K., Zhang, N., Wang, J., Liu, Y. and Liu, L.",Nat Commun,Acetylation-dependent regulation of core spliceosome modulates hepatocellular carcinoma cassette exons and sensitivity to PARP inhibitors,2024,PMC11189467,38890388,https://www.ncbi.nlm.nih.gov/pubmed/38890388,14.7
"Symeonides, C., Vacy, K., Thomson, S., Tanner, S., Chua, H. K., Dixit, S., Mansell, T., O'Hely, M., Novakovic, B., Herbstman, J. B., Wang, S., Guo, J., Chia, J., Tran, N. T., Hwang, S. E., Britt, K., Chen, F., Kim, T. H., Reid, C. A., El-Bitar, A., Bernasochi, G. B., Delbridge, L. M. D., Harley, V. R., Yap, Y. W., Dewey, D., Love, C. J., Burgner, D., Tang, M. L. K., Sly, P. D., Saffery, R., Mueller, J. F., Rinehart, N., Tonge, B., Vuillermin, P., Group, B. I. S. Investigator, Ponsonby, A. L. and Boon, W. C.",Nat Commun,Male autism spectrum disorder is linked to brain aromatase disruption by prenatal BPA in multimodal investigations and 10HDA ameliorates the related mouse phenotype,2024,PMC11306638,39112449,https://www.ncbi.nlm.nih.gov/pubmed/39112449,14.7
"Tan, J., Zhang, J., Hu, C., Wang, G., Ren, Q., Wang, C., Dan, J., Zeng, Z., Hu, J., Zhu, W., Liang, J., Cai, J., Liu, Y., Yan, G. and Lin, Y.",Acta Pharm Sin B,Pharmacokinetic enhancement of oncolytic virus M1 by inhibiting JAK_STAT pathway,2024,PMC11143530,38828147,https://www.ncbi.nlm.nih.gov/pubmed/38828147,14.7
"Thongon, N., Ma, F., Baran, N., Lockyer, P., Liu, J., Jackson, C., Rose, A., Furudate, K., Wildeman, B., Marchesini, M., Marchica, V., Storti, P., Todaro, G., Ganan-Gomez, I., Adema, V., Rodriguez-Sevilla, J. J., Qing, Y., Ha, M. J., Fonseca, R., Stein, C., Class, C., Tan, L., Attanasio, S., Garcia-Manero, G., Giuliani, N., Berrios Nolasco, D., Santoni, A., Cerchione, C., Bueso-Ramos, C., Konopleva, M., Lorenzi, P., Takahashi, K., Manasanch, E., Sammarelli, G., Kanagal-Shamanna, R., Viale, A., Chesi, M. and Colla, S.",Nat Commun,Targeting DNA2 overcomes metabolic reprogramming in multiple myeloma,2024,PMC10853245,38331987,https://www.ncbi.nlm.nih.gov/pubmed/38331987,14.7
"Tong, X., Qu, N., Kong, X., Ni, S., Zhou, J., Wang, K., Zhang, L., Wen, Y., Shi, J., Zhang, S., Li, X. and Zheng, M.",Nat Commun,Deep representation learning of chemical-induced transcriptional profile for phenotype-based drug discovery,2024,PMC11199551,38918369,https://www.ncbi.nlm.nih.gov/pubmed/38918369,14.7
"Vasudevan, H. N., Payne, E., Delley, C. L., John Liu, S., Mirchia, K., Sale, M. J., Lastella, S., Nunez, M. S., Lucas, C. G., Eaton, C. D., Casey-Clyde, T., Magill, S. T., Chen, W. C., Braunstein, S. E., Perry, A., Jacques, L., Reddy, A. T., Pekmezci, M., Abate, A. R., McCormick, F. and Raleigh, D. R.",Nat Commun,Functional interactions between neurofibromatosis tumor suppressors underlie Schwann cell tumor de-differentiation and treatment resistance,2024,PMC10786885,38216572,https://www.ncbi.nlm.nih.gov/pubmed/38216572,14.7
"Villares, M., Lourenco, N., Ktorza, I., Berthelet, J., Panagiotou, A., Richard, A., Amo, A., Koziy, Y., Medjkane, S., Valente, S., Fioravanti, R., Pioche-Durieu, C., Ligniere, L., Chevreux, G., Mai, A. and Weitzman, J. B.",Nat Commun,Theileria parasites sequester host eIF5A to escape elimination by host-mediated autophagy,2024,PMC10933305,38472173,https://www.ncbi.nlm.nih.gov/pubmed/38472173,14.7
"Virard, F., Giraud, S., Bonnet, M., Magadoux, L., Martin, L., Pham, T. H., Skafi, N., Deneuve, S., Frem, R., Villoutreix, B. O., Sleiman, N. H., Reboulet, J., Merabet, S., Chaptal, V., Chaveroux, C., Hussein, N., Aznar, N., Fenouil, T., Treilleux, I., Saintigny, P., Ansieau, S., Manie, S., Lebecque, S., Renno, T. and Coste, I.",Nat Commun,Targeting ERK-MYD88 interaction leads to ERK dysregulation and immunogenic cancer cell death,2024,PMC11327251,39147750,https://www.ncbi.nlm.nih.gov/pubmed/39147750,14.7
"Walker, F. M., Sobral, L. M., Danis, E., Sanford, B., Donthula, S., Balakrishnan, I., Wang, D., Pierce, A., Karam, S. D., Kargar, S., Serkova, N. J., Foreman, N. K., Venkataraman, S., Dowell, R., Vibhakar, R. and Dahl, N. A.",Nat Commun,Rapid P-TEFb-dependent transcriptional reorganization underpins the glioma adaptive response to radiotherapy,2024,PMC11139976,38816355,https://www.ncbi.nlm.nih.gov/pubmed/38816355,14.7
"Wang, H., Sica, R. A., Kaur, G., Galbo, P. M., Jr., Jing, Z., Nishimura, C. D., Ren, X., Tanwar, A., Etemad-Gilbertson, B., Will, B., Zheng, D., Fooksman, D. and Zang, X.",Nat Commun,TMIGD2 is an orchestrator and therapeutic target on human acute myeloid leukemia stem cells,2024,PMC10761673,38167704,https://www.ncbi.nlm.nih.gov/pubmed/38167704,14.7
"Wang, J., Fonseca, G. J. and Ding, J.",Nat Commun,scSemiProfiler: Advancing large-scale single-cell studies through semi-profiling with deep generative models and active learning,2024,PMC11252419,39013867,https://www.ncbi.nlm.nih.gov/pubmed/39013867,14.7
"Wang, K., Zerdes, I., Johansson, H. J., Sarhan, D., Sun, Y., Kanellis, D. C., Sifakis, E. G., Mezheyeuski, A., Liu, X., Loman, N., Hedenfalk, I., Bergh, J., Bartek, J., Hatschek, T., Lehtio, J., Matikas, A. and Foukakis, T.",Nat Commun,Longitudinal molecular profiling elucidates immunometabolism dynamics in breast cancer,2024,PMC11076527,38714665,https://www.ncbi.nlm.nih.gov/pubmed/38714665,14.7
"Wang, L., Pattnaik, A., Sahoo, S. S., Stone, E. G., Zhuang, Y., Benton, A., Tajmul, M., Chakravorty, S., Dhawan, D., Nguyen, M. A., Sirit, I., Mundy, K., Ricketts, C. J., Hadisurya, M., Baral, G., Tinsley, S. L., Anderson, N. L., Hoda, S., Briggs, S. D., Kaimakliotis, H. Z., Allen-Petersen, B. L., Tao, W. A., Linehan, W. M., Knapp, D. W., Hanna, J. A., Olson, M. R., Afzali, B. and Kazemian, M.",Nat Commun,Unbiased discovery of cancer pathways and therapeutics using Pathway Ensemble Tool and Benchmark,2024,PMC11343859,39179644,https://www.ncbi.nlm.nih.gov/pubmed/39179644,14.7
"Wang, Y., Pattarayan, D., Huang, H., Zhao, Y., Li, S., Wang, Y., Zhang, M., Li, S. and Yang, D.",Nat Commun,Systematic investigation of chemo-immunotherapy synergism to shift anti-PD-1 resistance in cancer,2024,PMC11015024,38609378,https://www.ncbi.nlm.nih.gov/pubmed/38609378,14.7
"Wang, Z., Xia, Y., Mills, L., Nikolakopoulos, A. N., Maeser, N., Dehm, S. M., Sheltzer, J. M. and Sun, R.",Nat Commun,Evolving copy number gains promote tumor expansion and bolster mutational diversification,2024,PMC10918155,38448455,https://www.ncbi.nlm.nih.gov/pubmed/38448455,14.7
"Wu, F., Du, H., Overbey, E., Kim, J., Makhijani, P., Martin, N., Lerner, C. A., Nguyen, K., Baechle, J., Valentino, T. R., Fuentealba, M., Bartleson, J. M., Halaweh, H., Winer, S., Meydan, C., Garrett-Bakelman, F., Sayed, N., Melov, S., Muratani, M., Gerencser, A. A., Kasler, H. G., Beheshti, A., Mason, C. E., Furman, D. and Winer, D. A.",Nat Commun,Single-cell analysis identifies conserved features of immune dysfunction in simulated microgravity and spaceflight,2024,PMC11166937,38862487,https://www.ncbi.nlm.nih.gov/pubmed/38862487,14.7
"Wu, M., Wang, T., Ji, N., Lu, T., Yuan, R., Wu, L., Zhang, J., Li, M., Cao, P., Zhao, J., Li, G., Li, J., Li, Y., Tang, Y., Gao, Z., Wang, X., Cheng, W., Ge, M., Cui, G., Li, R., Wu, A., You, Y., Zhang, W., Wang, Q. and Chen, J.",Nat Commun,Multi-omics and pharmacological characterization of patient-derived glioma cell lines,2024,PMC11306361,39112531,https://www.ncbi.nlm.nih.gov/pubmed/39112531,14.7
"Xiong, S., Zhou, J., Tan, T. K., Chung, T. H., Tan, T. Z., Toh, S. H., Tang, N. X. N., Jia, Y., See, Y. X., Fullwood, M. J., Sanda, T. and Chng, W. J.",Nat Commun,Super enhancer acquisition drives expression of oncogenic PPP1R15B that regulates protein homeostasis in multiple myeloma,2024,PMC11316114,39122682,https://www.ncbi.nlm.nih.gov/pubmed/39122682,14.7
"Xu, P., Yang, J. C., Chen, B., Ning, S., Zhang, X., Wang, L., Nip, C., Shen, Y., Johnson, O. T., Grigorean, G., Phinney, B., Liu, L., Wei, Q., Corey, E., Tepper, C. G., Chen, H. W., Evans, C. P., Dall'Era, M. A., Gao, A. C., Gestwicki, J. E. and Liu, C.",Nat Commun,Proteostasis perturbation of N-Myc leveraging HSP70 mediated protein turnover improves treatment of neuroendocrine prostate cancer,2024,PMC11300456,39103353,https://www.ncbi.nlm.nih.gov/pubmed/39103353,14.7
"Yamaguchi, K., Chen, X., Rodgers, B., Miura, F., Bashtrykov, P., Bonhomme, F., Salinas-Luypaert, C., Haxholli, D., Gutekunst, N., Aygenli, B. O., Ferry, L., Kirsh, O., Laisne, M., Scelfo, A., Ugur, E., Arimondo, P. B., Leonhardt, H., Kanemaki, M. T., Bartke, T., Fachinetti, D., Jeltsch, A., Ito, T. and Defossez, P. A.",Nat Commun,Non-canonical functions of UHRF1 maintain DNA methylation homeostasis in cancer cells,2024,PMC10997609,38580649,https://www.ncbi.nlm.nih.gov/pubmed/38580649,14.7
"Yang, X., Wang, J., Chang, C. Y., Zhou, F., Liu, J., Xu, H., Ibrahim, M., Gomez, M., Guo, G. L., Liu, H., Zong, W. X., Wondisford, F. E., Su, X., White, E., Feng, Z. and Hu, W.",Nat Commun,Leukemia inhibitory factor suppresses hepatic de novo lipogenesis and induces cachexia in mice,2024,PMC10799847,38245529,https://www.ncbi.nlm.nih.gov/pubmed/38245529,14.7
"Zhao, M., Wang, T., Gleber-Netto, F. O., Chen, Z., McGrail, D. J., Gomez, J. A., Ju, W., Gadhikar, M. A., Ma, W., Shen, L., Wang, Q., Tang, X., Pathak, S., Raso, M. G., Burks, J. K., Lin, S. Y., Wang, J., Multani, A. S., Pickering, C. R., Chen, J., Myers, J. N. and Zhou, G.",Nat Commun,Mutant p53 gains oncogenic functions through a chromosomal instability-induced cytosolic DNA response,2024,PMC10761733,38167338,https://www.ncbi.nlm.nih.gov/pubmed/38167338,14.7
"Zhou, Z., Zhou, X., Jiang, X., Yang, B., Lu, X., Fei, Y., Zhao, L., Chen, H., Zhang, L., Si, X., Liang, N., Wang, Y., Yang, D., Peng, Y., Yang, Y., Yao, Z., He, Y., Wu, X., Zhang, W., Wang, M., Yang, H. and Zhang, X.",Nat Commun,Single-cell profiling identifies IL1B(hi) macrophages associated with inflammation in PD-1 inhibitor-induced inflammatory arthritis,2024,PMC10920757,38453911,https://www.ncbi.nlm.nih.gov/pubmed/38453911,14.7
"Zhu, H. X., Yang, S. H., Gao, C. Y., Bian, Z. H., Chen, X. M., Huang, R. R., Meng, Q. L., Li, X., Jin, H., Tsuneyama, K., Han, Y., Li, L., Zhao, Z. B., Gershwin, M. E. and Lian, Z. X.",Nat Commun,Targeting pathogenic CD8(+) tissue-resident T cells with chimeric antigen receptor therapy in murine autoimmune cholangitis,2024,PMC10997620,38580644,https://www.ncbi.nlm.nih.gov/pubmed/38580644,14.7
"Zuo, S., Li, C., Sun, X., Deng, B., Zhang, Y., Han, Y., Ling, Z., Xu, J., Duan, J., Wang, Z., Yu, X., Zheng, Q., Xu, X., Zong, J., Tian, Z., Shan, L., Tang, K., Huang, H., Song, Y., Niu, Q., Zhou, D., Feng, S., Han, Z., Wang, G., Wu, T., Pan, J. and Feng, X.",Nat Commun,C-JUN overexpressing CAR-T cells in acute myeloid leukemia: preclinical characterization and phase I trial,2024,PMC11263573,39039086,https://www.ncbi.nlm.nih.gov/pubmed/39039086,14.7
"Hattori, T., Fundora, K. A., Hamamoto, K., Opozda, D. M., Liang, X., Liu, X., Zhang, J., Uzun, Y., Takahashi, Y. and Wang, H. G.",Autophagy,ER stress elicits non-canonical CASP8 (caspase 8) activation on autophagosomal membranes to induce apoptosis,2024,PMC10813646,37733908,https://www.ncbi.nlm.nih.gov/pubmed/37733908,14.6
"Dulloo, I., Tellier, M., Levet, C., Chikh, A., Zhang, B., Blaydon, D. C., Webb, C. M., Kelsell, D. P. and Freeman, M.",Mol Cell,Cleavage of the pseudoprotease iRhom2 by the signal peptidase complex reveals an ER-to-nucleus signaling pathway,2024,,38183983,https://www.ncbi.nlm.nih.gov/pubmed/38183983,14.5
"Hofman, D. A., Ruiz-Orera, J., Yannuzzi, I., Murugesan, R., Brown, A., Clauser, K. R., Condurat, A. L., van Dinter, J. T., Engels, S. A. G., Goodale, A., van der Lugt, J., Abid, T., Wang, L., Zhou, K. N., Vogelzang, J., Ligon, K. L., Phoenix, T. N., Roth, J. A., Root, D. E., Hubner, N., Golub, T. R., Bandopadhayay, P., van Heesch, S. and Prensner, J. R.",Mol Cell,Translation of non-canonical open reading frames as a cancer cell survival mechanism in childhood medulloblastoma,2024,PMC10872554,38176414,https://www.ncbi.nlm.nih.gov/pubmed/38176414,14.5
"Lyu, X., Cui, Y., Kong, Y., Yang, M., Shen, H., Liao, S., Li, S., An, C., Wang, H., Zhang, Z., Ong, J., Li, Y. and Du, P.",Mol Cell,A transient transcriptional activation governs unpolarized-to-polarized morphogenesis during embryo implantation,2024,,38955180,https://www.ncbi.nlm.nih.gov/pubmed/38955180,14.5
"Papadopoulos, D., Ha, S. A., Fleischhauer, D., Uhl, L., Russell, T. J., Mikicic, I., Schneider, K., Brem, A., Valanju, O. R., Cossa, G., Gallant, P., Schuelein-Voelk, C., Maric, H. M., Beli, P., Buchel, G., Vos, S. M. and Eilers, M.",Mol Cell,The MYCN oncoprotein is an RNA-binding accessory factor of the nuclear exosome targeting complex,2024,,38703770,https://www.ncbi.nlm.nih.gov/pubmed/38703770,14.5
"Sirozh, O., Saez-Mas, A., Jung, B., Sanchez-Burgos, L., Zarzuela, E., Rodrigo-Perez, S., Ventoso, I., Lafarga, V. and Fernandez-Capetillo, O.",Mol Cell,Nucleolar stress caused by arginine-rich peptides triggers a ribosomopathy and accelerates aging in mice,2024,,38521064,https://www.ncbi.nlm.nih.gov/pubmed/38521064,14.5
"Wright, T., Turnis, M. E., Grace, C. R., Li, X., Brakefield, L. A., Wang, Y. D., Xu, H., Kaminska, E., Climer, L. K., Mukiza, T. O., Chang, C. L., Moldoveanu, T. and Opferman, J. T.",Mol Cell,Anti-apoptotic MCL-1 promotes long-chain fatty acid oxidation through interaction with ACSL1,2024,PMC11017322,38503284,https://www.ncbi.nlm.nih.gov/pubmed/38503284,14.5
"Wu, S. Y., Lai, H. T., Sanjib Banerjee, N., Ma, Z., Santana, J. F., Wei, S., Liu, X., Zhang, M., Zhan, J., Chen, H., Posner, B., Chen, Y., Price, D. H., Chow, L. T., Zhou, J. and Chiang, C. M.",Mol Cell,IDR-targeting compounds suppress HPV genome replication via disruption of phospho-BRD4 association with DNA damage response factors,2024,PMC10843765,38103559,https://www.ncbi.nlm.nih.gov/pubmed/38103559,14.5
"Zheng, R., Dunlap, M., Bobkov, G. O. M., Gonzalez-Figueroa, C., Patel, K. J., Lyu, J., Harvey, S. E., Chan, T. W., Quinones-Valdez, G., Choudhury, M., Le Roux, C. A., Bartels, M. D., Vuong, A., Flynn, R. A., Chang, H. Y., Van Nostrand, E. L., Xiao, X. and Cheng, C.",Mol Cell,hnRNPM protects against the dsRNA-mediated interferon response by repressing LINE-associated cryptic splicing,2024,PMC11204102,38815579,https://www.ncbi.nlm.nih.gov/pubmed/38815579,14.5
"Morihiro, K., Morita, S., Harada, N., Baba, M., Yum, J., Naito, M., Miyata, K., Nagae, G. and Okamoto, A.",J Am Chem Soc,RNA Oncological Therapeutics: Intracellular Hairpin RNA Assembly Enables MicroRNA-Triggered Anticancer Functionality,2024,,38170469,https://www.ncbi.nlm.nih.gov/pubmed/38170469,14.4
"Kim, H., Choi, I. A., Umemoto, A., Bae, S., Kaneko, K., Mizuno, M., Giannopoulou, E., Pannellini, T., Deng, L. and Park-Min, K. H.",Bone Res,SREBP2 restricts osteoclast differentiation and activity by regulating IRF7 and limits inflammatory bone erosion,2024,PMC11350122,39191742,https://www.ncbi.nlm.nih.gov/pubmed/39191742,14.3
"Maltas, J., Killarney, S. T., Singleton, K. R., Strobl, M. A. R., Washart, R., Wood, K. C. and Wood, K. B.",Nat Ecol Evol,Drug dependence in cancer is exploitable by optimally constructed treatment holidays,2024,PMC10918730,38012363,https://www.ncbi.nlm.nih.gov/pubmed/38012363,13.9
"Brennan, M. S., Brinkmann, K., Romero Sola, G., Healey, G., Gibson, L., Gangoda, L., Potts, M. A., Lieschke, E., Wilcox, S., Strasser, A., Herold, M. J. and Janic, A.",Cell Death Differ,"Combined absence of TRP53 target genes ZMAT3, PUMA and p21 cause a high incidence of cancer in mice",2024,PMC10850490,38110554,https://www.ncbi.nlm.nih.gov/pubmed/38110554,13.7
"Garg, S., Ni, W., Chowdhury, B., Weisberg, E. L., Sattler, M. and Griffin, J. D.",Cell Death Differ,BRD9 regulates normal human hematopoietic stem cell function and lineage differentiation,2024,PMC11239944,38816579,https://www.ncbi.nlm.nih.gov/pubmed/38816579,13.7
"Sanz-Garcia, E., Zou, J., Avery, L., Spreafico, A., Waldron, J., Goldstein, D., Hansen, A., Cho, B. C. J., de Almeida, J., Hope, A., Hosni, A., Hahn, E., Perez-Ordonez, B., Zhao, Z., Smith, C., Zheng, Y., Singaravelan, N., Bratman, S. V. and Siu, L. L.",Cell Death Differ,Multimodal detection of molecular residual disease in high-risk locally advanced squamous cell carcinoma of the head and neck,2024,PMC11043441,38409276,https://www.ncbi.nlm.nih.gov/pubmed/38409276,13.7
"Short, S. P., Brown, R. E., Chen, Z., Pilat, J. M., McElligott, B. A., Meenderink, L. M., Bickart, A. C., Blunt, K. M., Jacobse, J., Wang, J., Simmons, A. J., Xu, Y., Yang, Y., Parang, B., Choksi, Y. A., Goettel, J. A., Lau, K. S., Hiebert, S. W. and Williams, C. S.",Cell Death Differ,MTGR1 is required to maintain small intestinal stem cell populations,2024,PMC11369156,39048708,https://www.ncbi.nlm.nih.gov/pubmed/39048708,13.7
"Wang, J., Tan, S., Zhang, Y., Xu, J., Li, Y., Cheng, Q., Ding, C., Liu, X. and Chang, J.",Cell Death Differ,Set7/9 aggravates ischemic brain injury via enhancing glutamine metabolism in a blocking Sirt5 manner,2024,PMC11043079,38365969,https://www.ncbi.nlm.nih.gov/pubmed/38365969,13.7
"Xu, T., Verhagen, M. P., Teeuwssen, M., Sun, W., Joosten, R., Sacchetti, A., Ewing-Graham, P. C., Jansen, Mphm, Boere, I. A., Bryce, N. S., Zeng, J., Treutlein, H. R., Hook, J., Hardeman, E. C., Gunning, P. W. and Fodde, R.",Cell Death Differ,"Tropomyosin1 isoforms underlie epithelial to mesenchymal plasticity, metastatic dissemination, and resistance to chemotherapy in high-grade serous ovarian cancer",2024,PMC10923901,38365970,https://www.ncbi.nlm.nih.gov/pubmed/38365970,13.7
"Lu, H., Jing, Y., Zhang, C., Ma, S., Zhang, W., Huang, D., Zhang, B., Zuo, Y., Qin, Y., Liu, G. H., Yu, Y., Qu, J. and Wang, S.",Protein Cell,Aging hallmarks of the primate ovary revealed by spatiotemporal transcriptomics,2024,PMC11075111,38126810,https://www.ncbi.nlm.nih.gov/pubmed/38126810,13.6
"Xi, C., Yan, Z., Bai, D., Zhang, Y., Wang, B., Han, X., Wu, L., Shi, X., Hu, Z., Tang, M., Su, Z., Liu, Y., Liu, B., Yin, J., Wang, H., Li, X., Zhang, Y., Gao, S. and Liu, W.",Protein Cell,Immune rebalancing at the maternal-fetal interface of maternal SARS-CoV-2 infection during early pregnancy,2024,PMC11131034,38441496,https://www.ncbi.nlm.nih.gov/pubmed/38441496,13.6
"Arnhold, V., Chang, W. Y., Jansen, S. A., Thangavelu, G., Calafiore, M., Vinci, P., Fu, Y. Y., Ito, T., Takashima, S., Egorova, A., Kuttiyara, J., Perlstein, A., van Hoesel, M., Liu, C., Blazar, B. R., Lindemans, C. A. and Hanash, A. M.",J Clin Invest,Corticosteroids impair epithelial regeneration in immune-mediated intestinal damage,2024,PMC10977993,38349762,https://www.ncbi.nlm.nih.gov/pubmed/38349762,13.3
"Bui, T. M., Yalom, L. K., Ning, E., Urbanczyk, J. M., Ren, X., Herrnreiter, C. J., Disario, J. A., Wray, B., Schipma, M. J., Velichko, Y. S., Sullivan, D. P., Abe, K., Lauberth, S. M., Yang, G. Y., Dulai, P. S., Hanauer, S. B. and Sumagin, R.",J Clin Invest,Tissue-specific reprogramming leads to angiogenic neutrophil specialization and tumor vascularization in colorectal cancer,2024,PMC10977994,38329810,https://www.ncbi.nlm.nih.gov/pubmed/38329810,13.3
"Conway, J. R., Gillani, R., Crowdis, J., Reardon, B., Park, J., Han, S., Titchen, B., Benamar, M., Haq, R. and Van Allen, E. M.",J Clin Invest,Somatic structural variants drive distinct modes of oncogenesis in melanoma,2024,PMC11213511,38758740,https://www.ncbi.nlm.nih.gov/pubmed/38758740,13.3
"Ge, G., Zhang, P., Sui, P., Chen, S., Yang, H., Guo, Y., Rubalcava, I. P., Noor, A., Delma, C. R., Agosto-Pena, J., Geng, H., Medina, E. A., Liang, Y., Nimer, S. D., Mesa, R., Abdel-Wahab, O., Xu, M. and Yang, F. C.",J Clin Invest,Targeting lysine demethylase 6B ameliorates ASXL1 truncation-mediated myeloid malignancies in preclinical models,2024,PMC10760961,37917239,https://www.ncbi.nlm.nih.gov/pubmed/37917239,13.3
